name,took_python,took_rust
1x1_de,0.10077055899819243,0.07826687900160323
10x1_de,0.095394378000492,0.07529444999818224
100x1_de,0.13198770899907686,0.08400686299864901
1000x1_de,0.3721157990003121,0.09997421200023382
10000x1_de,2.802843067998765,0.3438218860028428
100000x1_de,27.45499843500147,2.9614904250011023
1x10_de,0.12091317800150136,0.11067379299856839
1x100_de,0.4900029069976881,0.3692456469980243
1x1000_de,3.634499223000603,3.019947389999288
1x10000_de,34.97092845299994,27.885116059998836
1x1_se,0.9882430840007146,0.7283661130022665
10x1_se,0.8774857680000423,0.7251717569997709
100x1_se,1.0954793939999945,0.8076846749972901
1000x1_se,3.8579688989993883,1.2545607710017066
10000x1_se,29.73686885400093,6.98540512800173
1x10_se,0.9268658619985217,0.8021244179981295
1x100_se,1.647834518000309,0.8862000150002132
1x1000_se,7.743107394999242,2.2370172049995745
1x10000_se,63.21515743599957,15.538740987998608
